"","datacollection","condition","tipper_diresppers","tipper_gdmorlcons_re","tipper_closefrend_re","tipper_goodpers_re","tipper_personjudg","pltclideo","gender","yearbirth","countrybir","engexp","ethnicity","parented","beforeres","beforethes","citytown","postalcode","honest_A","faminc","mturkhowm"
"241",4,1,5,4,4,4,4.25,2,1,1981,187,33,1,6,"",2,"","",1,"",""
"242",4,0,4,5,5,5,4.75,2,2,1984,187,30,1,6,"1800",2,"Little Falls","7424",1,"5000","1800"
"243",4,0,4,3,5,5,4.25,4,1,1986,187,28,1,5,"100",2,"hayward, ca","94544",1,"40000","100"
"244",4,0,2,2,2,2,2,6,1,1977,187,37,1,3,"1000",2,"Idaho Falls","83404",2,"19000","1000"
"245",4,1,2,3,3,3,2.75,4,2,23,187,23,1,5,"500",1,"Torrance","90505",1,"60000","500"
"246",4,0,6,5,6,6,5.75,3,1,1977,187,37,3,4,"150",1,"Los Angeles","91732",1,"36000","150"
"247",4,0,1,2,4,2,2.25,4,2,1984,187,30,6,4,"500",2,"Phoenix, Az","85017",1,"59000","500"
"248",4,1,5,2,6,4,4.25,2,2,1979,187,35,1,4,"1500",2,"Wilmington","19808",1,"50000","1950"
"249",4,1,4,3,3,6,4,4,2,1991,187,23,1,5,"0",2,"Durham","27713",1,"0","200"
"250",4,0,1,1,2,2,1.5,4,2,1961,77,51,1,3,"2000",2,"warwick","2886",1,"24000","3300"
"251",4,1,6,6,7,5,6,1,2,1973,187,41,1,3,"50",2,"Carthage","28327",1,"40000","100"
"252",4,1,7,7,7,7,7,4,1,1993,192,14,2,4,"2000",2,"Tacoma","98445",1,"40000","11000"
"253",4,0,7,1,1,1,2.5,3,1,1967,187,47,1,5,"2001",2,"SAn Antoniom, Tx","78112",1,"59000","2001"
"254",4,0,1,2,4,3,2.5,NA,2,1984,187,30,2,5,"151",2,"Los Angeles","90027",1,"50000","151"
"255",4,0,3,5,6,5,4.75,3,1,1986,187,28,1,6,"5200",2,"Atlanta","30308",1,"75000","5200"
"256",4,0,7,6,6,6,6.25,6,1,1985,187,29,6,5,"475",2,"Honolulu","96814",1,"50000","475"
"257",4,0,1,2,2,1,1.5,5,1,1986,187,27,1,5,"1000",2,"Colorado Springs","80920",1,"35000","1000"
"258",4,1,4,3,3,5,3.75,4,1,1990,187,24,1,4,"600",2,"Florence","97439",1,"45000","600"
"259",4,0,3,4,4,4,3.75,2,1,1991,187,23,1,5,"500",2,"Cincinnati","45207",1,"11000","1500"
"260",4,0,2,2,4,4,3,4,1,1974,187,40,4,5,"15",2,"Chicago","60644",1,"85000","50"
"261",4,1,5,5,5,4,4.75,1,2,1986,187,28,1,3,"8000",2,"Rochester, NH","3868",1,"58000","7500"
"262",4,1,5,5,6,5,5.25,3,1,1992,187,20,2,5,"300",2,"Elk Grove","95624",1,"80000","8000"
"263",4,1,5,4,5,5,4.75,2,1,1982,187,32,1,5,"a lot; too many to count",2,"Sumner","98390",1,"25200","200"
"264",4,0,6,7,6,7,6.5,2,1,1980,187,33,4,6,"1000",2,"Renton","98057",1,"90000","1000"
"265",4,1,5,4,5,4,4.5,3,1,1985,187,29,1,5,"1500",2,"Van Buren","72908",1,"700","1700"
"266",4,0,3,3,4,3,3.25,4,1,1973,187,40,1,4,"300",2,"San Diego","92107",1,"45000","300"
"267",4,0,1,2,3,3,2.25,4,1,1985,187,29,1,5,"150",2,"Alice","78332",1,"$65,000","150"
"268",4,1,7,6,7,7,6.75,1,1,34,187,32,3,5,"4400",2,"San Jose","95136",1,"195000","4400"
"269",4,0,5,2,3,4,3.5,1,1,1983,187,31,4,4,"1000",2,"Philadelphia","19141",1,"21000","5000"
"270",4,1,2,4,4,4,3.5,2,1,1983,187,31,1,5,"1000",2,"Athens, GA","30602",1,"20000","1000"
"271",4,1,2,2,2,2,2,3,1,1982,187,32,1,4,"20",2,"POTOSI","63664",2,"26000","30"
"272",4,0,5,3,5,4,4.25,4,1,1992,192,18,2,1,"51",2,"Lawrenceville","30044",1,"35000","152"
"273",4,1,4,5,7,5,5.25,4,1,1993,187,21,1,4,"10000",2,"Malibu","90265",1,"25000","10000"
"274",4,0,7,7,7,7,7,1,1,1974,187,40,1,5,"50",1,"Pittsburgh","15146",1,"35000","3800"
"275",4,0,1,2,2,2,1.75,4,2,1954,7,48,1,2,"6000",2,"Sonora","95370",1,"n/a","12000"
"276",4,0,1,3,3,3,2.5,4,1,1995,187,19,2,6,"several",1,"Fountain Valley","92708",1,"150000","450"
"277",4,1,6,6,6,6,6,3,2,1984,187,30,1,5,"1",2,"Harrisonburg, VA","22802",1,"25000","100"
"278",4,1,6,4,4,4,4.5,4,1,1992,187,22,1,3,"150",2,"Fayetteville","37334",1,"5000","500"
"279",4,1,3,2,3,3,2.75,4,2,1991,187,23,4,3,"35",1,"johnston","29832",1,"10000","45"
"280",4,1,2,3,4,3,3,4,2,1957,187,57,1,3,"500",2,"Houston","77080",1,"50000","569"
"281",4,1,6,5,7,5,5.75,1,1,1959,187,55,1,4,"500",2,"portland","97214",1,"20000","1000"
"282",4,0,1,1,1,1,1,3,1,1949,187,63,1,4,"430",2,"Boise","83714",1,"32000","430"
"283",4,0,5,6,6,6,5.75,2,1,1969,187,45,1,3,"1000",2,"GAINESVILLE","32608",1,"30000","1000"
"284",4,1,5,4,6,4,4.75,5,1,1975,187,38,1,4,"0",2,"Maruetta","30062",1,"225000","4200"
"285",4,0,2,2,2,2,2,7,2,1987,187,27,1,5,"0",2,"Jacksonville","32256",1,"55000","100"
"286",4,1,2,2,4,2,2.5,2,2,1972,78,42,2,5,"100",2,"rochester","48309",1,"120000","1500"
"287",4,0,2,3,5,3,3.25,4,1,1991,187,23,1,4,"3000",2,"Mount Lookout","26678",1,"120000","3000"
"288",4,1,2,3,4,3,3,2,2,1975,187,39,1,6,"6600",2,"jacksonville","32210",2,"30000","6600"
"289",4,0,1,1,1,1,1,2,1,1974,187,40,1,5,"625",2,"Pikeville","41501",1,"35000","625"
"290",4,0,3,3,4,3,3.25,4,1,1976,187,37,1,4,"2500",2,"North East, MD","21901",1,"25000","2500"
"291",4,0,1,1,4,2,2,4,2,1979,187,35,3,6,"200",2,"PA","18102",1,"50000","200"
"292",4,0,1,4,4,3,3,4,2,1962,187,50,1,6,"34",2,"warrenburg","64093",1,"15000","34"
"293",4,0,1,3,4,4,3,2,2,1963,187,51,4,4,"11",1,"51","28303",1,"47600","11"
"294",4,0,5,4,4,4,4.25,2,2,1966,187,48,1,5,"0",2,"peoria","85383",1,"85000","500"
"295",4,0,1,2,3,2,2,5,2,1981,187,33,1,4,"13500",2,"Springville, utah","84663",1,"39000","13500"
"296",4,0,2,2,4,3,2.75,3,1,1984,187,30,1,4,"6",2,"Corbin","40701",1,"50000","3"
"297",4,1,3,2,4,2,2.75,4,2,1951,187,63,1,4,"15,000+",2,"Melcher-Dallas","50062",NA,"35000","5000"
"298",4,1,6,2,4,3,3.75,4,2,1943,187,71,1,5,"1400",NA,"Vernon","6066",1,"$38,000","1400"
"299",4,0,3,4,4,4,3.75,3,1,1993,187,21,1,4,"2000",2,"Pennington","8534",1,"200000","4989"
"300",4,0,5,5,5,5,5,4,2,1984,187,30,4,4,"5000",2,"Detroit","48215",1,"10000","2000"
"301",4,1,5,6,6,5,5.5,1,1,1960,187,52,4,4,"220",2,"Kinston","",1,"77.5","220"
"302",4,0,2,4,4,4,3.5,2,1,1983,187,31,2,5,"1200",2,"columbia","29201",1,"11000","9500"
"303",4,1,3,4,4,4,3.75,4,2,1986,187,28,2,4,"0",2,"Los Angeles","90012",1,"5000","2000"
"304",4,0,6,2,4,2,3.5,4,2,1989,187,25,3,5,"500",2,"San Juan","917",1,"21000","1300"
"305",4,1,5,4,6,4,4.75,2,2,1976,187,38,1,5,"200",2,"Winston Salem","27045",1,"20000","175"
"306",4,1,4,4,4,4,4,4,2,30,187,30,4,4,"0",2,"Detroit","48202",1,"50000","10"
"307",4,1,5,3,5,4,4.25,4,2,1980,78,29,2,5,"1000",2,"Chapel hill","27517",1,"52000","1244"
"308",4,0,2,2,2,2,2,6,2,1963,187,51,1,4,"1000",2,"Hilliard","32046",1,"38000","1500"
"309",4,0,1,2,4,3,2.5,4,1,1987,187,25,1,3,"20",2,"salem","97301",1,"25000","100"
"310",4,1,7,6,7,6,6.5,1,1,1982,187,32,1,4,"",2,"pottstown","19465",1,"110000","3000"
"311",4,1,1,1,4,1,1.75,7,1,1971,187,43,1,5,"4000",2,"Las Vegas","89129",1,"40000","4000"
"312",4,1,3,5,5,5,4.5,4,1,1987,187,27,1,6,"1000",2,"Napa","94558",2,"50000","2500"
"313",4,1,7,5,7,5,6,3,1,1989,187,25,2,5,"3",2,"seattle","98125",1,"65000","152"
"314",4,1,5,4,3,4,4,4,2,1986,187,27,1,4,"250",2,"leesburg","20176",1,"$11000","250"
"315",4,0,4,4,4,4,4,4,1,1991,187,23,1,5,"200",2,"Raleigh","28572",1,"20000","200"
"316",4,1,7,7,7,7,7,1,2,1989,187,25,1,6,"16",2,"Bethlehem","6751",1,"50000","17"
"317",4,0,4,4,4,3,3.75,4,1,36,187,36,4,4,"2000",2,"Huntsville","35801",1,"30000","2000"
"318",4,0,2,3,2,2,2.25,4,2,1962,187,52,1,4,"20",2,"attleboro","2703",1,"79000","200"
"319",4,1,3,4,5,4,4,6,2,1965,65,40,1,4,"50",2,"Carrollton","30117",1,"N/a","50"
"320",4,1,5,4,6,4,4.75,3,1,1964,187,50,2,5,"6",2,"San Jose","",1,"270","15"
"321",4,0,5,5,5,5,5,6,2,1982,187,32,1,4,"5",2,"Huntsville","35811",1,"30000","3"
"322",4,1,1,3,3,2,2.25,6,1,1980,187,34,1,5,"50",2,"Pittsburgh","16066",1,"90000","50"
"323",4,0,2,3,3,2,2.5,3,2,1978,187,36,1,5,"102",2,"Bristol, TN","37620",1,"69800","102"
"324",4,1,2,4,5,4,3.75,3,1,22,187,22,1,4,"75",2,"Emmett","83617",1,"59000","300"
"325",4,0,5,6,6,5,5.5,2,1,23,121,20,2,5,"11",1,"Sun city, CA","94585",1,"32000","1290"
"326",4,0,4,4,5,4,4.25,3,1,1985,187,29,1,3,"20",2,"Waterloo","68069",1,"50000","200"
"327",4,0,7,4,4,4,4.75,1,2,1967,187,47,6,6,"4",2,"Canton, MS","39046",1,"78000","4"
"328",4,1,7,5,7,5,6,2,2,1986,187,28,4,5,"15",2,"Kodiak","99615",1,"34500","15"
"329",4,1,7,7,7,6,6.75,1,2,1977,187,37,1,5,"750",2,"Wisconsin Rapids","54495",1,"26500","3500"
"330",4,0,4,4,4,4,4,5,1,1989,187,24,2,4,"300",2,"Philadelphia","19102",1,"7300","1200"
"331",4,1,6,5,5,5,5.25,2,2,1988,187,26,1,4,"3500",2,"salina","67401",1,"0","3100"
"332",4,0,3,4,4,4,3.75,3,1,1988,187,26,1,3,"51",2,"prunedale","93907",1,"23.000.00","701"
"333",4,1,6,2,6,3,4.25,6,2,1963,187,51,1,4,"86",2,"Seattle","98126",1,"5100","86"
"334",4,1,5,5,4,5,4.75,2,1,1984,187,30,1,5,"151",2,"Sterling Heights","48313",1,"20000","151"
"335",4,0,2,4,5,4,3.75,3,1,1990,187,24,1,5,"30",1,"fredericksburg","22405",1,"174000","100"
"336",4,0,2,4,7,3,4,4,1,1991,187,23,4,4,"20",2,"NYC","11210",1,"70000","100"
"337",4,0,4,4,5,4,4.25,3,NA,1987,187,27,1,6,"100",2,"newhall, ca","91321",1,"50000","250"
"338",4,1,7,6,6,5,6,3,1,1957,187,56,1,5,"100",2,"Palm Bay","32907",1,"30000","150"
"339",4,0,3,4,4,4,3.75,3,1,1990,187,24,1,5,"3811",2,"Seattle","98074",1,"60000","3811"
"340",4,0,4,4,4,3,3.75,4,1,1974,78,20,2,5,"20",2,"san diego","92126",1,"3000","30"
"341",4,1,5,6,6,5,5.5,4,2,1982,187,32,1,3,"5000",2,"Chico","95928",1,"6000","8000"
"342",4,1,6,6,6,6,6,4,2,1983,187,31,1,5,"10",2,"San Francisco","94102",1,"90000","15"
"343",4,0,1,2,4,2,2.25,4,1,1965,187,49,1,4,"101",2,"san francisco","94116",1,"20000","101"
"344",4,0,5,6,1,2,3.5,2,2,1992,187,22,1,4,"5000",2,"Brown city","48416",1,"15000","5000"
"345",4,0,2,2,4,2,2.5,4,2,1968,170,42,1,5,"500",2,"Ashland","1721",1,"35000","1000"
"346",4,1,1,1,1,1,1,7,2,1958,187,56,1,4,"500",2,"Calera","35040",1,"40000","540"
"347",4,1,3,1,3,5,3,4,1,1988,187,26,4,4,"75",2,"Saint Louis","63132",1,"150000","24354"
"348",4,0,2,3,2,2,2.25,4,1,27,187,27,4,3,"80",2,"St. Louis","63138",1,"50000","250"
"349",4,1,6,4,6,4,5,2,2,1985,187,27,1,4,"1000",2,"Vancouver, WA","98662",1,"27000","1000"
"350",4,0,5,5,5,5,5,4,1,21,187,21,3,4,"500",2,"stockton","95215",1,"50000","5900"
"351",4,1,5,4,6,4,4.75,3,2,1983,187,30,1,5,"25",2,"Jackson","95642",1,"30000","50"
"352",4,1,7,7,7,7,7,1,2,1982,187,33,NA,4,"5",2,"Houston","77017",1,"66000","5"
"353",4,1,2,2,2,2,2,4,2,1994,187,20,1,3,"4",1,"Modesto","95350",1,"70000","10"
"354",4,1,1,1,1,1,1,4,2,1982,187,32,4,4,"3",1,"Deposit","13754",1,"25000","1"
"355",4,0,5,5,5,4,4.75,3,1,1994,187,20,2,4,"2500",1,"Daly City","94015",1,"25000","2500"
"356",4,1,7,5,6,5,5.75,1,1,1943,187,70,1,5,"100",2,"atlanta","30068",1,"30000","100"
"357",4,1,5,3,5,3,4,5,1,1982,31,31,1,5,"20",2,"Merced","95348",1,"50000","50"
"358",4,0,6,6,6,6,6,3,1,1989,187,25,1,5,"10",2,"Seattle","98125",1,"$45,000","10"
"359",4,1,4,4,4,4,4,5,2,1978,187,36,4,5,"100",2,"Mccomb","39648",1,"35000","100"
"360",4,1,5,4,3,4,4,2,1,1982,187,32,1,6,"3000",2,"Tallahassee","32301",1,"70000","4000"
"361",4,0,6,5,5,4,5,2,1,1978,187,34,1,5,"50",2,"Somerville, MA","2143",1,"100000","50"
"362",4,0,1,2,1,2,1.5,4,1,1985,187,NA,1,5,"100",2,"Warwick","2886",1,"55000","100"
"363",4,0,1,2,2,1,1.5,5,1,1989,187,25,1,6,"1002",2,"Bloomfield","7003",1,"50000","1002"
"364",4,0,1,2,3,2,2,3,1,1990,187,23,1,4,"30",1,"Oroville, CA","95966",1,"14000","30"
"365",4,0,2,2,3,2,2.25,2,1,1983,187,31,1,3,"5000",2,"Franklinton","27525",1,"25000","5000"
"366",4,1,3,3,3,2,2.75,4,2,1982,187,NA,4,5,"100",2,"atl","30305",1,"65000","100"
"367",4,0,2,3,3,3,2.75,2,2,1967,187,47,4,5,"1800",2,"Miami","33167",1,"85000","2890"
"368",4,1,7,7,7,7,7,4,1,1979,187,35,4,5,"600",2,"Los Angeles","90064",1,"55000","500"
"369",4,0,1,1,2,1,1.25,2,1,1971,187,43,1,3,"50",2,"Mission Viejo","92692",1,"30000","11"
"370",4,0,1,1,1,1,1,2,1,1995,187,16,3,4,"15",2,"Tucson","85713",1,"20000","106"
"371",4,0,3,4,4,3,3.5,6,2,1967,187,47,1,3,"2700",2,"Glendale","85302",1,"74000","2700"
"372",4,1,3,2,4,2,2.75,4,2,1976,187,38,1,4,"351",2,"Rochester","14514",1,"40000","351"
"373",4,0,3,2,2,4,2.75,4,2,1982,187,32,1,5,"181",1,"Martins Ferry","43935",1,"60000","181"
"374",4,0,1,2,3,3,2.25,4,1,1952,187,62,1,4,"3000",2,"Pekin, IN","47165",1,"11000","3000"
"375",4,0,3,2,4,3,3,4,1,38,187,38,1,5,"50",2,"st paul","55116",1,"140000","50"
"376",4,1,1,4,4,4,3.25,4,1,1992,187,22,4,3,"10",2,"Beech Island","29842",NA,"40000","100"
"377",4,1,1,4,3,4,3,6,1,1986,78,20,5,4,"200",2,"phoenix","85080",1,"70000","200"
"378",4,0,3,3,4,4,3.5,2,2,1983,187,31,1,4,"400",2,"el cajon","92021",1,"61000","400"
"379",4,1,2,2,3,2,2.25,4,2,1979,187,35,1,5,"150",2,"baldwinsville","13027",1,"42000","150"
"380",4,1,4,4,4,3,3.75,4,1,1988,183,17,1,5,"5",1,"overland park","66204",1,"20000","26"
"381",4,1,5,6,5,5,5.25,6,1,1974,187,40,1,6,"5000",2,"Boston","2043",1,"90000","5000"
"382",4,0,3,4,4,4,3.75,2,1,32,187,32,1,4,"20",1,"Vandalia, OH","45377",1,"35000","300"
"383",4,1,4,4,4,4,4,4,1,1979,187,33,1,3,"5000",2,"Belding","48809",1,"20000","5000"
"384",4,0,3,3,3,3,3,3,1,1974,187,40,1,5,"2000",2,"Fall River","MA",1,"76500","2000"
"385",4,1,6,3,5,4,4.5,7,2,1960,187,54,4,5,"750",2,"east fallowfield","19320",1,"12000","750"
"386",4,0,1,2,4,3,2.5,3,2,1980,187,34,1,3,"200",2,"Waynesboro","22980",1,"35k","250"
"387",4,1,7,7,7,7,7,3,2,1962,187,52,1,5,"1753",2,"Leawood, KS","66211",1,"70000","1753"
"388",4,0,5,4,3,4,4,2,2,1965,187,49,1,5,"2000",2,"fort myers, fl","33912",1,"65000","2000"
"389",4,1,2,2,4,4,3,3,1,1988,187,26,3,5,"501",2,"Arcadia","34266",1,"15000","1501"
"390",4,0,3,4,4,4,3.75,3,1,1961,187,53,1,5,"500",2,"hollywood","33020",1,"5000","500"
"391",4,1,5,6,5,2,4.5,3,1,1987,188,27,1,4,"1000",2,"nashville","37174",1,"70000","1000"
"392",4,0,1,1,1,1,1,2,2,1972,187,42,1,5,"9",2,"Ocala","34480",1,"90000","10"
"393",4,1,3,4,4,4,3.75,6,1,1990,187,24,2,5,"5",2,"San Jose","95110",1,"100000","5"
"394",4,1,3,5,7,4,4.75,2,2,1963,187,51,1,6,"500",2,"Norman","73071",1,"140000","500"
"395",4,1,7,4,2,4,4.25,4,1,1987,187,27,6,5,"8",1,"Raisin","93652",1,"30000","26"
"396",4,1,3,3,5,3,3.5,2,1,1967,187,47,1,5,"1",1,"Poughkeepsie","12603",1,"20000","1500"
"397",4,1,5,5,5,4,4.75,1,1,1993,187,21,1,4,"N/A",2,"Crestview, FL","32536",1,"N/A","1"
"398",4,1,7,3,5,4,4.75,4,1,39,187,39,1,4,"30",1,"Liberty, Indiana","47353",1,"25000","30"
"399",4,1,1,3,4,3,2.75,4,1,1977,187,36,1,5,"25",2,"New York","10001",1,"80000","25"
"400",4,1,7,4,7,6,6,2,2,1975,187,39,1,6,"20",2,"Frankfort","40601",1,"85000","100"
"401",4,0,2,3,3,3,2.75,1,2,1986,187,28,1,6,"4",2,"Dayton","45410",1,"31200","2"
"402",4,0,1,2,3,2,2,7,2,1963,187,51,1,5,"2500",2,"St Clair","63077",1,"24000","2500"
"403",4,1,6,5,6,4,5.25,1,2,1962,187,52,1,4,"100",2,"Athens","45701",1,"","100"
"404",4,1,4,4,5,3,4,1,2,1956,187,58,1,5,"1300",2,"Portland, OR","97225",1,"12000","1300"
"405",4,0,3,4,4,2,3.25,2,1,1984,187,30,1,5,"50",2,"walnut","91789",1,"43000","50"
"406",4,1,5,5,5,3,4.5,3,2,1993,137,15,1,4,"100",2,"Chicago","60007",1,"$70,000","100"
"407",4,1,6,6,7,4,5.75,1,2,21,187,21,1,4,"16",2,"Monmouth","97361",1,"$5000","23"
"408",4,1,1,1,1,1,1,4,1,1990,187,23,1,5,"2420",2,"nj","7430",1,"375000","2420"
"409",4,1,7,6,7,6,6.5,2,1,1995,187,15,3,4,"0",2,"New York","11416",1,"35000","3500"
"410",4,1,6,5,6,5,5.5,3,1,1986,187,28,1,4,"20",2,"Chicago","60630",1,"20000","20"
"411",4,0,1,2,3,2,2,4,1,1970,187,44,1,4,"30",2,"osceola","72370",1,"45000","400"
"412",4,0,4,5,5,4,4.5,4,2,1993,187,21,1,5,"150",2,"Highland, NY","12528",1,"40000","150"
"413",4,0,2,2,3,3,2.5,2,1,1985,187,28,4,4,"3000",2,"richmond","23224",1,"30000","3000"
"414",4,1,6,6,6,6,6,3,1,1989,187,25,2,5,"2000",2,"sacramento","95823",1,"22000","2000"
"415",4,1,3,4,5,4,4,4,1,1988,187,26,1,5,"6000",2,"Clemmons","27012",1,"50000","6000"
"416",4,0,1,2,3,2,2,6,1,21,111,19,3,4,"50",2,"culiacan","90745",1,"33000","200"
"417",4,1,4,4,4,4,4,7,1,1970,187,44,1,4,"22",2,"Tucson","85719",1,"26000","4000"
"418",4,1,3,5,4,5,4.25,4,1,1983,187,31,1,5,"1000",2,"Austin","78741",1,"20000","1000"
"419",4,0,3,3,4,3,3.25,2,1,1967,187,47,1,4,"95",2,"Vienna (Virginia)","22182",1,"85000","90"
"420",4,1,7,6,7,5,6.25,2,1,1989,187,25,1,4,"2",2,"Gaithersburg","20878",1,"$45,000","5"
"421",4,1,5,4,5,2,4,4,1,1983,187,31,1,3,"851",2,"San Diego","92117",1,"30000","851"
"422",4,1,2,2,4,2,2.5,2,2,1961,185,53,1,3,"500",2,"San Diego","92009",1,"150000","1000"
"423",4,0,1,3,6,4,3.5,1,1,1983,187,31,1,3,"800",2,"","",1,"15000","1202"
"424",4,0,1,1,4,2,2,2,2,1973,187,41,1,3,"1360",2,"Mojave","93501",1,"21000","1360"
"425",4,1,4,4,4,3,3.75,2,2,1987,187,27,3,5,"20",2,"Orlando","32836",1,"40000","101"
"426",4,0,3,2,3,2,2.5,4,2,1980,187,33,1,6,"25",2,"waco","76705",1,"75000","25"
"427",4,1,5,5,4,4,4.5,4,2,1992,187,22,1,3,"100",2,"Florence","97439",1,"45000","100"
"428",4,1,4,4,4,3,3.75,5,2,1992,187,22,1,4,"8",2,"","",1,"60000","89"
"429",4,0,1,4,4,4,3.25,2,1,1984,187,30,1,5,"35",2,"Downey","90240",1,"50000","35"
"430",4,1,2,4,4,4,3.5,4,2,1984,187,30,1,4,"80-100?",2,"Sonora","95370",1,"20000","130"
"431",4,0,1,1,1,1,1,3,2,1986,187,28,1,5,"0",2,"Petoskey","49770",1,"25000","4"
"432",4,1,2,3,7,4,4,4,1,1985,187,29,1,3,"5000",1,"Chico","95928",1,"22000","5000"
"433",4,0,2,2,3,2,2.25,4,1,1978,187,36,3,3,"10",1,"Freeport","Tx",1,"35000","400"
"434",4,1,1,1,4,4,2.5,2,2,1971,187,43,6,NA,"90",2,"Phoenix","85021",1,"12000","100"
"435",4,0,1,1,1,1,1,4,1,1989,187,25,4,4,"6",1,"miami","32124",1,"35000","6"
"436",4,0,2,2,4,4,3,4,1,1946,187,65,1,4,"20",2,"Lincoln City","97367",1,"35000","20"
"437",4,0,1,2,2,1,1.5,4,1,1987,187,27,1,4,"100",2,"Rockford","61103",1,"25000","500"
"438",4,1,6,6,6,4,5.5,2,1,1981,187,33,1,5,"1",2,"Waco","76708",1,"26000","50"
"439",4,0,2,3,4,3,3,2,2,1965,187,49,1,4,"many",2,"Las Cruces","88007",1,"65000","1001"
"440",4,1,6,5,5,4,5,4,1,1979,187,35,1,4,"50",2,"Sacramento","95677",1,"5000","100"
"441",4,0,3,4,5,3,3.75,4,1,1992,187,22,2,5,"200",2,"Mililani","96789",1,"75000","100"
"442",4,1,3,5,6,4,4.5,2,1,1989,187,25,1,5,"60",2,"San diego","92111",1,"40000","60"
"443",4,0,5,4,4,5,4.5,4,2,1996,187,18,1,4,"20000",2,"Sacramento","95815",1,"25000","20000"
"444",4,0,4,4,4,4,4,4,1,1965,187,49,1,4,"14300",2,"Baltimore","21234",1,"36000","14300"
"445",4,1,5,4,6,4,4.75,3,1,1981,187,33,1,5,"500",2,"Portland","97211",1,"100000","500"
"446",4,1,5,5,4,4,4.5,3,1,27,187,27,1,3,"1000",2,"cedar park","78613",1,"22000","1000"
"447",4,1,7,4,7,4,5.5,1,2,1988,187,26,1,6,"452",2,"Fort Myers","33908",1,"60000","507"
"448",4,1,7,7,7,4,6.25,4,1,28,187,28,4,3,"5",2,"spring lake","28390",1,"15000","5"
"449",4,1,4,3,3,3,3.25,4,2,1976,187,38,1,4,"1000",2,"southside","35901",1,"20000","1000"
"450",4,0,2,2,4,4,3,2,2,1977,187,37,1,5,"600",2,"Omaha","68164",1,"90000","600"
"451",4,1,5,4,6,4,4.75,3,1,1978,187,36,1,4,"100",2,"Middletown","6457",1,"21000","250"
"452",4,0,7,7,7,7,7,3,2,1959,187,55,4,4,"200",2,"ala","35217",1,"20000","2000"
"453",4,1,5,6,6,5,5.5,3,1,1982,187,31,1,3,"2500",2,"Meriden","6450",1,"65000","3700"
"454",4,0,1,1,2,2,1.5,2,2,1986,187,28,1,5,"Many",2,"Lexington","40504",1,"35000","350"
"455",4,0,3,3,3,3,3,4,1,1986,187,27,1,3,"500",2,"Lansdale","19446",1,"40000","17000"
"456",4,1,5,2,4,2,3.25,6,1,1975,187,39,1,3,"200",2,"jeffersonville","40337",1,"30000","200"
"457",4,0,1,4,4,4,3.25,4,1,1991,187,23,4,3,"1",2,"Charlotte","28208",1,"0","21"
"458",4,1,6,6,6,5,5.75,4,2,1982,187,32,1,4,"100",2,"Blythe","30805",1,"42000","100-150"
"459",4,0,3,3,4,3,3.25,1,2,1984,187,30,1,6,"30",2,"Louisville","40206",1,"80000","50"
"460",4,1,5,4,4,2,3.75,4,2,1957,187,57,1,3,"1000",2,"Hendersonville","28792",1,"17000","1000"
"461",4,0,1,2,2,2,1.75,1,1,1976,187,38,1,3,"71",2,"Kansas City","64124",1,"42000","100"
"462",4,0,6,6,6,6,6,3,2,1980,187,34,1,4,"5000",2,"Columbus","43202",1,"50000","5000"
"463",4,1,4,4,5,4,4.25,1,1,1975,187,38,1,5,"500",2,"Saint Petersburg","33713",1,"72000","800"
"464",4,0,1,4,4,4,3.25,2,1,1967,187,47,1,4,"2000",2,"rainier","97048",1,"7500","3000"
"465",4,1,3,4,4,4,3.75,2,2,1993,187,21,4,6,"150",2,"Austin","78741",1,"120000","300"
"466",4,0,1,2,2,2,1.75,4,2,1959,187,55,1,3,"3000",2,"Richmond","4357",1,"36000","3000"
"467",4,1,2,2,3,2,2.25,3,1,1994,187,20,1,5,"2000",2,"Radford","24141",1,"30000","2000"
"468",4,0,3,3,4,3,3.25,1,1,30,187,30,1,6,"501",2,"Sherwood","72120",1,"50000","501"
"469",4,0,2,4,4,4,3.5,2,1,1975,187,38,1,4,"2200",2,"Rochester","55901",2,"25000","2200"
"470",4,0,3,4,4,4,3.75,1,2,1979,187,35,1,4,"10",2,"Orlando, FL","32707",1,"25000","10"
"471",4,0,2,3,4,3,3,2,1,26,187,26,4,3,"110",2,"Mobile","36610",1,"56000","1020"
"472",4,1,6,3,5,3,4.25,1,1,1966,187,48,1,6,"200",2,"greensboro","27406",1,"30000","200"
"473",4,0,2,2,4,4,3,4,2,1950,187,64,4,5,"600",2,"Hayward","94541",1,"68000","1300"
"474",4,0,7,7,4,4,5.5,4,2,1986,187,NA,4,5,"0",2,"shreveport","71111",1,"50000","1000"
"475",4,0,1,3,4,3,2.75,4,1,1978,187,36,1,5,"3300",2,"Niagara Falls","14304",1,"48000","3300"
"476",4,0,2,3,3,3,2.75,3,1,1983,187,31,1,3,"10",2,"Port Charlotte","33952",1,"85000","8"
"477",4,1,4,4,6,4,4.5,3,2,1971,187,43,1,5,"201",2,"PTC","30269",1,"75000","1001"
"478",4,1,6,5,5,5,5.25,1,1,1990,187,24,1,5,"25000",2,"Chapel Hill","27516",1,"15000","25000"
"479",4,0,3,3,3,2,2.75,5,2,1974,187,39,1,5,"200",2,"Stony Ridge","43463",1,"70000","1200"
"480",4,0,2,2,3,3,2.5,2,1,23,187,23,1,5,"50",2,"Brewster","2631",1,"50000","200"
